application_id,created_at,week_start,first_name,last_name,state,device,vendor,vendor_flagged,vendor_latency_ms,vendor_match_rate,commercial_po_box,ofac_partial,doc_mismatch,phone_tenure_days,ip_risk_score,name_match_score,engine_action,final_status,confirmed_fraud,queue_minutes,drop_step,active_balance,chargeoff_amount,sop_override,missing_kyc_attribute
APP-001826,2026-02-09T08:16:00,2026-02-09,Liam,Kim,IL,ios,challenger_id,1,404,0.8598,0,0,1,122,8,89,manual_review,approved,0,335,,421.45,0,0,0
APP-001827,2026-02-22T01:37:00,2026-02-16,Sofia,Davis,OH,web,baseline_id,0,334,0.8943,0,0,0,83,0,83,instant_approve,approved,0,0,,1245.47,0,0,0
APP-001828,2026-04-17T18:26:00,2026-04-13,Priya,Lee,IL,android,challenger_id,0,412,0.8427,0,0,0,252,83,89,instant_approve,approved,0,0,,1311.6,0,0,0
APP-001829,2026-03-12T21:47:00,2026-03-09,Maya,Garcia,FL,ios,challenger_id,0,553,0.9201,0,0,0,211,45,86,instant_approve,approved,0,0,,287.44,0,0,0
APP-001830,2026-02-21T11:29:00,2026-02-16,Isabella,Davis,IL,android,baseline_id,0,594,0.9593,0,0,0,541,51,93,instant_approve,approved,0,0,,2084.29,0,0,0
APP-001831,2026-03-18T20:42:00,2026-03-16,Emma,Kim,NC,ios,baseline_id,0,571,0.7537,0,0,0,611,16,86,instant_approve,approved,0,0,,3236.17,0,0,0
APP-001832,2026-03-04T11:08:00,2026-03-02,Sophia,Nguyen,IL,android,challenger_id,0,549,0.9324,0,0,0,401,10,83,instant_approve,approved,0,0,,2639.25,0,1,0
APP-001833,2026-02-11T16:46:00,2026-02-09,Sophia,Nguyen,GA,ios,baseline_id,0,622,0.8879,0,0,0,584,49,92,instant_approve,approved,0,0,,2286.89,0,0,0
APP-001834,2026-02-01T00:16:00,2026-01-26,Maya,Kim,AZ,web,baseline_id,1,845,0.842,0,0,1,495,0,93,manual_review,approved,0,384,,521.51,0,0,0
APP-001835,2026-03-02T17:52:00,2026-03-02,Priya,Davis,GA,android,challenger_id,0,580,0.8898,0,0,0,278,57,95,instant_approve,approved,0,0,,907.04,0,0,0
APP-001836,2026-01-18T21:13:00,2026-01-12,Mateo,Johnson,IL,ios,challenger_id,0,681,0.8665,0,0,0,380,19,97,instant_approve,approved,0,0,,2797.93,0,0,0
APP-001837,2026-04-24T21:36:00,2026-04-20,Noah,Nguyen,CA,android,challenger_id,1,521,0.9367,0,0,1,371,6,90,manual_review,approved,0,541,,2426.52,0,0,1
APP-001838,2026-01-18T06:09:00,2026-01-12,Zoe,Brown,NY,ios,challenger_id,0,628,0.9223,0,0,0,696,43,94,instant_approve,approved,0,0,,151.42,0,0,0
APP-001839,2026-03-09T07:29:00,2026-03-09,Isabella,Kim,CA,ios,challenger_id,0,563,0.8488,0,0,0,114,37,92,instant_approve,approved,0,0,,2672.33,0,1,0
APP-001840,2026-01-30T08:38:00,2026-01-26,Ava,Davis,CA,ios,challenger_id,0,731,0.9198,0,0,0,182,18,87,instant_approve,approved,0,0,,3392.34,0,0,0
APP-001841,2026-01-13T08:42:00,2026-01-12,Ethan,Patel,GA,web,challenger_id,0,702,0.936,0,0,0,390,18,98,instant_approve,approved,0,0,,906.51,0,0,0
APP-001842,2026-03-21T05:20:00,2026-03-16,Priya,Moore,TX,ios,challenger_id,0,653,0.8324,0,0,0,585,83,86,instant_approve,approved,0,0,,3042.32,0,0,0
APP-001843,2026-01-26T22:39:00,2026-01-26,Sophia,Martinez,OH,ios,challenger_id,0,424,0.8412,0,0,0,351,81,99,instant_approve,approved,0,0,,1073.09,0,0,0
APP-001844,2026-04-04T12:40:00,2026-03-30,Mia,Nguyen,OH,ios,baseline_id,0,861,0.756,0,0,0,725,64,99,instant_approve,approved,0,0,,1888.86,0,0,0
APP-001845,2026-03-16T21:44:00,2026-03-16,Noah,Moore,GA,ios,challenger_id,0,374,0.9707,0,0,0,122,20,87,instant_approve,approved,0,0,,595.46,0,0,0
APP-001846,2026-04-14T02:44:00,2026-04-13,Zoe,Johnson,NY,android,baseline_id,0,978,0.8069,0,0,0,528,44,85,instant_approve,approved,0,0,,1623.13,0,0,0
APP-001847,2026-03-23T09:39:00,2026-03-23,Priya,Wilson,TX,ios,baseline_id,0,1060,0.7098,0,0,0,602,69,94,instant_approve,approved,0,0,,2116.67,0,0,0
APP-001848,2026-01-02T16:16:00,2025-12-29,Lucas,Patel,NY,ios,challenger_id,0,480,0.9561,0,0,0,729,36,96,instant_approve,approved,0,0,,481.86,0,0,0
APP-001849,2026-03-31T15:31:00,2026-03-30,Emma,Smith,FL,ios,baseline_id,0,819,0.737,0,0,0,436,27,92,instant_approve,approved,0,0,,2464.76,0,0,0
APP-001850,2026-02-06T22:47:00,2026-02-02,Sophia,Wilson,GA,ios,baseline_id,1,798,0.8707,1,0,0,674,50,94,instant_approve,approved,0,0,,1017.82,0,0,0
APP-001851,2026-02-04T16:47:00,2026-02-02,Olivia,Nguyen,NC,android,challenger_id,0,716,0.9737,0,0,0,159,50,91,instant_approve,approved,0,0,,873.3,0,0,0
APP-001852,2026-01-21T19:24:00,2026-01-19,Lucas,Davis,IL,ios,baseline_id,0,736,0.8425,0,0,0,541,20,91,instant_approve,approved,0,0,,3235.1,0,0,0
APP-001853,2026-04-20T01:12:00,2026-04-20,Mateo,Thomas,GA,ios,challenger_id,0,556,0.8411,0,0,0,165,24,98,instant_approve,approved,0,0,,3276.32,0,0,0
APP-001854,2026-01-27T05:36:00,2026-01-26,Lucas,Wilson,FL,ios,baseline_id,0,587,0.9496,0,0,0,153,22,89,instant_approve,approved,0,0,,2821.69,0,0,0
APP-001855,2026-03-07T17:36:00,2026-03-02,Zoe,Garcia,IL,ios,challenger_id,0,499,0.8786,0,0,0,1,49,86,instant_approve,approved,0,0,,1103.88,0,0,0
APP-001856,2026-02-27T01:26:00,2026-02-23,Liam,Garcia,AZ,ios,baseline_id,0,660,0.8446,0,0,0,204,41,89,instant_approve,approved,0,0,,3042.58,0,0,0
APP-001857,2026-04-14T14:37:00,2026-04-13,Lucas,Martinez,AZ,ios,challenger_id,0,543,0.8238,0,0,0,44,47,85,instant_approve,approved,0,0,,914.4,0,0,0
APP-001858,2026-02-17T06:57:00,2026-02-16,Liam,Smith,IL,android,baseline_id,0,631,0.9101,0,0,0,357,57,84,instant_approve,approved,0,0,,1054.55,0,0,0
APP-001859,2026-03-05T05:06:00,2026-03-02,Maya,Patel,GA,ios,challenger_id,1,604,0.8586,1,0,0,466,50,78,instant_approve,approved,0,0,,2829.39,0,0,0
APP-001860,2026-04-24T20:38:00,2026-04-20,Sofia,Kim,WA,android,challenger_id,1,649,0.8738,0,0,1,440,21,79,manual_review,rejected,0,458,selfie_match,0,0,0,0
APP-001861,2026-04-15T15:24:00,2026-04-13,Emma,Moore,NY,android,baseline_id,0,727,0.8779,0,0,0,727,35,89,instant_approve,approved,0,0,,3093.3,0,0,0
APP-001862,2026-04-11T01:06:00,2026-04-06,Sofia,Moore,FL,android,baseline_id,0,975,0.6766,0,0,0,591,41,82,instant_approve,approved,0,0,,913.13,0,0,0
APP-001863,2026-02-18T01:20:00,2026-02-16,Ava,Smith,AZ,ios,baseline_id,0,447,0.9053,0,0,0,667,28,97,instant_approve,approved,0,0,,794.13,0,0,0
APP-001864,2026-03-12T05:35:00,2026-03-09,Mia,Garcia,NY,ios,baseline_id,0,576,0.8428,0,0,0,84,39,91,instant_approve,approved,0,0,,3367.19,0,0,0
APP-001865,2026-03-28T17:52:00,2026-03-23,Zoe,Kim,TX,ios,baseline_id,0,869,0.7151,0,0,0,464,66,90,instant_approve,approved,0,0,,2528.21,0,0,0
APP-001866,2026-04-05T09:22:00,2026-03-30,Emma,Patel,CA,ios,challenger_id,0,496,0.8921,0,0,0,145,42,91,instant_approve,approved,0,0,,3038.58,0,0,0
APP-001867,2026-03-11T02:35:00,2026-03-09,Ava,Thomas,AZ,android,challenger_id,0,586,0.8949,0,0,0,42,14,100,instant_approve,approved,0,0,,1680.44,0,0,0
APP-001868,2026-04-01T22:26:00,2026-03-30,Mateo,Nguyen,IL,android,baseline_id,0,576,0.8581,0,0,0,175,10,91,instant_approve,approved,0,0,,1886.55,0,0,0
APP-001869,2026-01-15T20:54:00,2026-01-12,Priya,Brown,AZ,android,baseline_id,0,684,0.9702,0,0,0,281,22,89,instant_approve,approved,0,0,,2989.08,0,0,0
APP-001870,2026-01-19T05:53:00,2026-01-19,Lucas,Lee,NY,android,challenger_id,0,522,0.8655,0,0,0,280,38,86,instant_approve,approved,0,0,,3074.73,0,0,0
APP-001871,2026-01-15T23:00:00,2026-01-12,Sophia,Lee,CA,ios,baseline_id,0,761,0.9379,0,0,0,24,7,94,instant_approve,approved,0,0,,3141.99,0,0,0
APP-001872,2026-02-16T05:24:00,2026-02-16,Lucas,Brown,GA,web,challenger_id,0,622,0.9192,0,0,0,236,0,99,instant_approve,approved,0,0,,1505.13,0,0,0
APP-001873,2026-01-27T14:04:00,2026-01-26,Sophia,Thomas,CA,ios,baseline_id,1,639,0.8878,1,0,0,208,35,88,instant_approve,approved,0,0,,1153.75,0,0,0
APP-001874,2026-04-10T23:14:00,2026-04-06,Isabella,Wilson,FL,ios,challenger_id,0,673,0.8544,0,0,0,84,54,93,instant_approve,approved,0,0,,2791.83,0,0,0
APP-001875,2026-03-20T15:05:00,2026-03-16,Olivia,Smith,CA,ios,baseline_id,0,817,0.6843,0,0,0,52,27,95,instant_approve,approved,0,0,,935.34,0,0,0
APP-001876,2026-03-09T04:33:00,2026-03-09,Ava,Brown,WA,web,baseline_id,0,550,0.9407,0,0,0,437,38,92,instant_approve,approved,0,0,,704.41,0,0,0
APP-001877,2026-04-22T00:58:00,2026-04-20,Priya,Garcia,NY,ios,baseline_id,0,1025,0.8213,0,0,0,180,64,100,instant_approve,approved,0,0,,627.4,0,0,0
APP-001878,2026-04-28T05:32:00,2026-04-27,Priya,Martinez,GA,android,baseline_id,1,771,0.8541,0,0,1,428,0,100,manual_review,abandoned,0,141,ssn_check,0,0,0,0
APP-001879,2026-03-01T08:54:00,2026-02-23,Maya,Patel,OH,ios,baseline_id,0,510,0.8352,0,0,0,91,38,87,instant_approve,approved,0,0,,817.54,0,0,0
APP-001880,2026-03-08T06:33:00,2026-03-02,Noah,Martinez,IL,ios,challenger_id,0,541,0.9312,0,0,0,56,47,85,instant_approve,approved,0,0,,1199.99,0,0,0
APP-001881,2026-01-10T04:45:00,2026-01-05,Mateo,Nguyen,CA,ios,baseline_id,0,684,0.8887,0,0,0,652,59,88,instant_approve,approved,0,0,,49.31,0,0,0
APP-001882,2026-01-26T19:02:00,2026-01-26,Olivia,Davis,OH,ios,baseline_id,0,651,0.9398,0,0,0,434,27,93,instant_approve,approved,0,0,,1859.6,0,0,0
APP-001883,2026-02-28T11:59:00,2026-02-23,Mia,Moore,FL,ios,baseline_id,0,706,0.8717,0,0,0,344,21,92,instant_approve,approved,0,0,,2847.4,0,0,0
APP-001884,2026-02-11T18:13:00,2026-02-09,Ethan,Brown,NC,android,challenger_id,0,634,0.8524,0,0,0,692,27,87,instant_approve,approved,0,0,,3018.09,0,0,0
APP-001885,2026-04-18T08:32:00,2026-04-13,Noah,Martinez,OH,android,baseline_id,0,747,0.8206,0,0,0,228,37,90,instant_approve,approved,0,0,,2138.69,0,0,0
APP-001886,2026-02-26T02:36:00,2026-02-23,Isabella,Wilson,FL,android,baseline_id,0,703,0.8987,0,0,0,344,36,91,instant_approve,approved,1,0,,944.4,1125.46,0,0
APP-001887,2026-04-09T12:51:00,2026-04-06,Zoe,Garcia,NC,android,challenger_id,0,501,0.9038,0,0,0,256,60,85,instant_approve,approved,0,0,,2454.89,0,0,0
APP-001888,2026-04-11T04:32:00,2026-04-06,Noah,Garcia,NC,android,baseline_id,0,842,0.8269,0,0,0,164,17,88,instant_approve,approved,0,0,,813.33,0,0,0
APP-001889,2026-03-15T09:43:00,2026-03-09,Sophia,Kim,GA,ios,baseline_id,0,756,0.8439,0,0,0,386,31,85,instant_approve,approved,0,0,,1407.1,0,0,0
APP-001890,2026-01-02T05:39:00,2025-12-29,Sophia,Martinez,TX,ios,baseline_id,1,426,0.968,0,0,0,10,47,98,manual_review,approved,0,236,,1635.24,0,0,0
APP-001891,2026-01-07T23:23:00,2026-01-05,Noah,Nguyen,NC,android,challenger_id,0,462,0.835,0,0,0,573,70,96,instant_approve,approved,0,0,,2460.39,0,0,0
APP-001892,2026-04-04T23:29:00,2026-03-30,Maya,Moore,WA,android,baseline_id,1,840,0.7286,0,0,0,394,87,100,manual_review,abandoned,0,285,address_check,0,0,0,0
APP-001893,2026-02-17T03:00:00,2026-02-16,Sofia,Anderson,GA,android,baseline_id,1,740,0.882,0,0,1,75,11,86,manual_review,approved,0,300,,1843.93,0,0,0
APP-001894,2026-02-04T07:29:00,2026-02-02,Liam,Kim,IL,android,challenger_id,0,490,0.8759,0,0,0,493,11,87,instant_approve,approved,0,0,,1563.88,0,0,0
APP-001895,2026-01-24T11:24:00,2026-01-19,Sophia,Kim,WA,ios,baseline_id,0,481,0.8976,0,0,0,131,40,85,instant_approve,approved,0,0,,2762.11,0,0,0
APP-001896,2026-02-11T14:38:00,2026-02-09,Zoe,Wilson,NC,ios,challenger_id,0,454,0.9548,0,0,0,154,2,100,instant_approve,approved,0,0,,2316.83,0,0,0
APP-001897,2026-01-01T03:51:00,2025-12-29,Lucas,Kim,FL,ios,baseline_id,0,631,0.8436,0,0,0,726,53,88,instant_approve,approved,0,0,,1687.79,0,0,0
APP-001898,2026-03-01T10:29:00,2026-02-23,Lucas,Patel,NY,android,challenger_id,0,321,0.8309,0,0,0,366,27,89,instant_approve,approved,0,0,,1199.35,0,0,0
APP-001899,2026-02-26T20:35:00,2026-02-23,Maya,Smith,CA,ios,baseline_id,1,600,0.9534,0,1,0,677,16,88,instant_approve,approved,0,0,,2343.21,0,0,0
APP-001900,2026-01-16T15:05:00,2026-01-12,Liam,Smith,CA,android,baseline_id,0,636,0.8976,0,0,0,486,44,92,instant_approve,approved,0,0,,496.64,0,0,0
APP-001901,2026-03-21T02:45:00,2026-03-16,Zoe,Moore,TX,android,baseline_id,0,820,0.6886,0,0,0,532,53,92,instant_approve,approved,0,0,,348.13,0,0,0
APP-001902,2026-03-10T06:08:00,2026-03-09,Maya,Davis,IL,ios,baseline_id,0,543,0.8895,0,0,0,514,56,99,instant_approve,approved,0,0,,704.97,0,0,0
APP-001903,2026-03-06T05:05:00,2026-03-02,Priya,Patel,NY,ios,challenger_id,0,500,0.9017,0,0,0,141,46,99,instant_approve,approved,0,0,,3481.6,0,0,0
APP-001904,2026-01-07T14:59:00,2026-01-05,Priya,Lee,GA,android,challenger_id,0,491,0.8311,0,0,0,248,67,87,instant_approve,approved,0,0,,2494.5,0,0,0
APP-001905,2026-01-15T17:29:00,2026-01-12,Liam,Johnson,OH,web,baseline_id,0,630,0.9268,0,0,0,630,54,90,instant_approve,approved,0,0,,1778.32,0,0,0
APP-001906,2026-04-27T23:46:00,2026-04-27,Zoe,Martinez,TX,android,baseline_id,0,849,0.7421,0,0,0,170,19,89,instant_approve,approved,0,0,,1738.92,0,0,1
APP-001907,2026-03-28T16:55:00,2026-03-23,Maya,Moore,WA,android,baseline_id,0,720,0.8187,0,0,0,310,24,94,instant_approve,approved,0,0,,1124.28,0,0,0
APP-001908,2026-04-15T06:46:00,2026-04-13,Olivia,Lee,AZ,android,baseline_id,1,956,0.7575,0,0,1,445,37,88,manual_review,approved,0,325,,279.12,0,0,0
APP-001909,2026-01-24T15:34:00,2026-01-19,Priya,Anderson,AZ,ios,baseline_id,1,632,0.881,0,0,0,556,85,96,manual_review,rejected,0,467,selfie_match,0,0,0,0
APP-001910,2026-03-20T21:03:00,2026-03-16,Mia,Johnson,NY,ios,challenger_id,0,596,0.9069,0,0,0,253,0,80,instant_approve,approved,0,0,,578.74,0,0,0
APP-001911,2026-01-18T13:40:00,2026-01-12,Maya,Moore,NC,ios,challenger_id,0,573,0.8536,0,0,0,160,20,84,instant_approve,approved,0,0,,2697.98,0,0,0
APP-001912,2026-04-12T22:15:00,2026-04-06,Amir,Smith,AZ,web,challenger_id,0,540,0.8395,0,0,0,81,27,90,instant_approve,approved,0,0,,535.05,0,0,0
APP-001913,2026-01-22T06:33:00,2026-01-19,Emma,Anderson,AZ,web,baseline_id,0,595,0.8556,0,0,0,371,45,78,instant_approve,approved,0,0,,1043.42,0,0,1
APP-001914,2026-04-09T17:41:00,2026-04-06,Zoe,Patel,TX,ios,challenger_id,0,566,0.8831,0,0,0,429,40,88,instant_approve,approved,0,0,,2688.54,0,0,0
APP-001915,2026-01-07T15:45:00,2026-01-05,Liam,Smith,TX,android,baseline_id,0,692,0.866,0,0,0,204,0,81,instant_approve,approved,0,0,,2709.09,0,0,0
APP-001916,2026-02-18T14:09:00,2026-02-16,Emma,Nguyen,OH,ios,baseline_id,0,420,0.9411,0,0,0,420,24,93,instant_approve,approved,0,0,,2563.27,0,0,0
APP-001917,2026-02-16T03:09:00,2026-02-16,Maya,Kim,CA,android,challenger_id,0,636,0.8817,0,0,0,597,41,86,instant_approve,approved,0,0,,1207.96,0,0,0
APP-001918,2026-02-02T22:19:00,2026-02-02,Amir,Davis,GA,ios,baseline_id,0,692,0.8962,0,0,0,279,13,97,instant_approve,approved,0,0,,100.85,0,0,0
APP-001919,2026-01-28T02:30:00,2026-01-26,Zoe,Lee,TX,ios,challenger_id,0,327,0.9703,0,0,0,101,27,97,instant_approve,approved,0,0,,2428.74,0,0,0
APP-001920,2026-02-15T10:07:00,2026-02-09,Sofia,Davis,AZ,android,baseline_id,0,549,0.8369,0,0,0,244,49,92,instant_approve,approved,0,0,,2351.21,0,0,0
APP-001921,2026-04-03T10:20:00,2026-03-30,Liam,Brown,NC,android,baseline_id,0,957,0.7389,0,0,0,210,58,100,instant_approve,approved,0,0,,511.17,0,0,0
APP-001922,2026-02-18T11:57:00,2026-02-16,Amir,Thomas,CA,android,baseline_id,1,648,0.9706,0,0,0,704,6,77,manual_review,approved,0,257,,2899.19,0,0,0
APP-001923,2026-01-01T12:32:00,2025-12-29,Mateo,Martinez,NC,android,challenger_id,1,612,0.9535,1,0,1,380,18,85,manual_review,approved,0,387,,3091.75,0,0,0
APP-001924,2026-04-19T06:05:00,2026-04-13,Isabella,Nguyen,FL,web,baseline_id,0,867,0.7141,0,0,0,189,71,100,instant_approve,approved,0,0,,908.41,0,0,0
APP-001925,2026-02-23T05:50:00,2026-02-23,Amir,Lee,FL,android,baseline_id,0,329,0.8299,0,0,0,127,37,89,instant_approve,approved,0,0,,1101.65,0,0,0
APP-001926,2026-01-05T04:32:00,2026-01-05,Zoe,Brown,CA,android,challenger_id,0,476,0.8839,0,0,0,569,49,92,instant_approve,approved,0,0,,2259.34,0,0,0
APP-001927,2026-01-25T15:06:00,2026-01-19,Amir,Garcia,NY,web,baseline_id,0,452,0.8641,0,0,0,553,21,99,instant_approve,approved,0,0,,3203.29,0,0,0
APP-001928,2026-01-16T09:29:00,2026-01-12,Mia,Davis,TX,android,baseline_id,0,743,0.8361,0,0,0,41,38,96,instant_approve,approved,0,0,,2064.88,0,0,0
APP-001929,2026-03-03T16:18:00,2026-03-02,Mateo,Davis,FL,ios,challenger_id,0,406,0.9395,0,0,0,536,66,86,instant_approve,approved,0,0,,2046.12,0,0,0
APP-001930,2026-01-23T02:06:00,2026-01-19,Sofia,Wilson,NY,ios,challenger_id,0,328,0.9297,0,0,0,662,68,89,instant_approve,approved,0,0,,711.51,0,0,1
APP-001931,2026-03-04T20:17:00,2026-03-02,Lucas,Johnson,NC,ios,baseline_id,0,668,0.8442,0,0,0,679,25,82,instant_approve,approved,0,0,,2058.66,0,0,0
APP-001932,2026-01-20T05:31:00,2026-01-19,Mateo,Thomas,GA,android,baseline_id,0,697,0.8926,0,0,0,369,47,100,instant_approve,approved,0,0,,2831.36,0,0,0
APP-001933,2026-04-09T23:14:00,2026-04-06,Maya,Moore,NY,android,challenger_id,0,364,0.9779,0,0,0,693,67,92,instant_approve,approved,0,0,,3380.57,0,0,0
APP-001934,2026-04-13T04:45:00,2026-04-13,Maya,Anderson,GA,android,challenger_id,0,385,0.9348,0,0,0,659,31,96,instant_approve,approved,0,0,,3356.92,0,0,0
APP-001935,2026-01-01T19:51:00,2025-12-29,Mia,Brown,IL,web,baseline_id,0,686,0.8664,0,0,0,633,42,93,instant_approve,approved,0,0,,2221.29,0,0,0
APP-001936,2026-02-20T15:45:00,2026-02-16,Olivia,Patel,TX,android,challenger_id,0,562,0.8475,0,0,0,271,72,99,instant_approve,approved,0,0,,279.78,0,0,0
APP-001937,2026-04-24T03:15:00,2026-04-20,Mia,Johnson,CA,ios,challenger_id,0,403,0.9207,0,0,0,622,49,81,instant_approve,approved,0,0,,452.02,0,0,0
APP-001938,2026-03-10T05:38:00,2026-03-09,Amir,Nguyen,TX,ios,baseline_id,0,663,0.9194,0,0,0,328,5,88,instant_approve,approved,0,0,,445.46,0,0,0
APP-001939,2026-04-14T11:31:00,2026-04-13,Amir,Davis,AZ,ios,challenger_id,0,617,0.9356,0,0,0,712,49,82,instant_approve,approved,0,0,,662.02,0,0,0
APP-001940,2026-02-26T03:51:00,2026-02-23,Noah,Anderson,AZ,ios,baseline_id,0,615,0.8584,0,0,0,401,3,94,instant_approve,approved,0,0,,1620.67,0,0,0
APP-001941,2026-02-15T09:40:00,2026-02-09,Mia,Nguyen,CA,ios,baseline_id,0,581,0.9574,0,0,0,454,36,89,instant_approve,approved,0,0,,1920.87,0,0,0
APP-001942,2026-01-07T21:34:00,2026-01-05,Lucas,Johnson,CA,android,baseline_id,0,474,0.9354,0,0,0,182,24,98,instant_approve,approved,0,0,,2947.35,0,0,0
APP-001943,2026-02-15T17:06:00,2026-02-09,Isabella,Brown,IL,android,challenger_id,0,693,0.8761,0,0,0,376,48,100,instant_approve,approved,0,0,,2735.81,0,0,0
APP-001944,2026-01-11T17:52:00,2026-01-05,Sophia,Brown,OH,android,baseline_id,0,560,0.9457,0,0,0,707,65,97,instant_approve,approved,0,0,,159.12,0,0,0
APP-001945,2026-02-07T12:27:00,2026-02-02,Isabella,Brown,FL,android,baseline_id,0,738,0.9531,0,0,0,333,39,91,instant_approve,approved,0,0,,1784.59,0,0,0
APP-001946,2026-03-30T08:18:00,2026-03-30,Emma,Martinez,CA,ios,challenger_id,1,599,0.8867,0,0,1,275,25,99,manual_review,approved,0,627,,871.17,0,0,0
APP-001947,2026-01-31T19:45:00,2026-01-26,Noah,Martinez,OH,web,challenger_id,0,390,0.9353,0,0,0,514,45,94,instant_approve,approved,0,0,,2720.98,0,0,0
APP-001948,2026-03-03T17:44:00,2026-03-02,Sophia,Brown,FL,ios,baseline_id,0,713,0.9511,0,0,0,636,44,99,instant_approve,approved,0,0,,1872.16,0,0,0
APP-001949,2026-02-24T00:08:00,2026-02-23,Priya,Martinez,AZ,web,challenger_id,0,427,0.8786,0,0,0,635,55,92,instant_approve,approved,0,0,,215.84,0,0,0
APP-001950,2026-03-31T23:16:00,2026-03-30,Sofia,Kim,WA,ios,baseline_id,0,832,0.7125,0,0,0,310,76,90,instant_approve,approved,0,0,,1216.28,0,0,0
APP-001951,2026-01-14T00:12:00,2026-01-12,Sofia,Moore,IL,ios,challenger_id,0,383,0.8237,0,0,0,425,45,87,instant_approve,approved,0,0,,2242.56,0,0,0
APP-001952,2026-03-30T07:49:00,2026-03-30,Lucas,Brown,WA,android,challenger_id,0,600,0.8643,0,0,0,672,63,98,instant_approve,approved,0,0,,3007.92,0,0,0
APP-001953,2026-01-16T02:48:00,2026-01-12,Lucas,Lee,CA,ios,baseline_id,0,754,0.9317,0,0,0,409,64,93,instant_approve,approved,0,0,,3089.99,0,0,0
APP-001954,2026-01-28T16:54:00,2026-01-26,Amir,Moore,GA,android,challenger_id,0,394,0.9606,0,0,0,379,39,90,instant_approve,approved,0,0,,2772.58,0,0,0
APP-001955,2026-01-30T23:09:00,2026-01-26,Emma,Smith,AZ,ios,challenger_id,0,292,0.967,0,0,0,267,31,92,instant_approve,approved,0,0,,1141.32,0,0,0
APP-001956,2026-01-30T00:29:00,2026-01-26,Mia,Davis,WA,android,baseline_id,0,493,0.9253,0,0,0,638,64,91,instant_approve,approved,0,0,,2851.22,0,0,0
APP-001957,2026-03-03T01:33:00,2026-03-02,Amir,Kim,NC,ios,baseline_id,1,446,0.8395,0,0,1,465,27,87,manual_review,rejected,1,290,address_check,0,0,0,0
APP-001958,2026-01-01T04:03:00,2025-12-29,Priya,Anderson,WA,ios,baseline_id,0,691,0.9593,0,0,0,362,64,88,instant_approve,approved,0,0,,1245.75,0,0,0
APP-001959,2026-04-10T05:08:00,2026-04-06,Emma,Lee,NY,web,challenger_id,0,474,0.9351,0,0,0,55,49,92,instant_approve,approved,0,0,,386.46,0,0,0
APP-001960,2026-03-24T15:04:00,2026-03-23,Sophia,Wilson,NC,ios,challenger_id,0,835,0.8497,0,0,0,583,24,95,instant_approve,approved,0,0,,1089.13,0,0,0
APP-001961,2026-01-28T03:01:00,2026-01-26,Zoe,Kim,WA,android,baseline_id,0,434,0.8577,0,0,0,729,30,85,instant_approve,approved,0,0,,1588.6,0,0,0
APP-001962,2026-02-26T20:25:00,2026-02-23,Noah,Smith,GA,android,baseline_id,0,559,0.8483,0,0,0,427,0,94,instant_approve,approved,0,0,,2868.93,0,0,0
APP-001963,2026-03-24T19:53:00,2026-03-23,Priya,Davis,AZ,ios,challenger_id,0,460,0.851,0,0,0,470,41,97,instant_approve,approved,0,0,,1252.38,0,0,0
APP-001964,2026-01-25T12:37:00,2026-01-19,Mia,Smith,NC,android,baseline_id,1,764,0.8771,0,1,0,531,65,88,instant_approve,approved,0,0,,1150.41,0,0,0
APP-001965,2026-01-29T07:14:00,2026-01-26,Noah,Moore,AZ,ios,baseline_id,0,656,0.8273,0,0,0,673,50,91,instant_approve,approved,0,0,,1313.47,0,0,0
APP-001966,2026-04-21T04:31:00,2026-04-20,Priya,Johnson,NY,ios,baseline_id,0,857,0.7325,0,0,0,28,22,90,instant_approve,approved,0,0,,1395.3,0,0,0
APP-001967,2026-02-05T23:26:00,2026-02-02,Sophia,Davis,IL,ios,baseline_id,1,398,0.8492,1,0,0,489,16,94,instant_approve,approved,0,0,,1679.71,0,0,0
APP-001968,2026-03-10T14:55:00,2026-03-09,Isabella,Smith,FL,ios,baseline_id,1,527,0.847,0,1,0,129,30,86,instant_approve,approved,0,0,,2294.97,0,0,0
APP-001969,2026-01-26T12:51:00,2026-01-26,Priya,Johnson,OH,ios,baseline_id,0,564,0.8592,0,0,0,385,26,93,instant_approve,approved,0,0,,3022.34,0,0,0
APP-001970,2026-03-10T18:29:00,2026-03-09,Amir,Moore,TX,web,baseline_id,1,641,0.9455,0,0,1,41,46,84,manual_review,approved,0,245,,3068.55,0,0,0
APP-001971,2026-03-24T13:48:00,2026-03-23,Sophia,Patel,FL,android,challenger_id,0,554,0.8747,0,0,0,704,48,90,instant_approve,approved,0,0,,262.22,0,0,0
APP-001972,2026-03-14T13:09:00,2026-03-09,Isabella,Smith,FL,android,baseline_id,0,317,0.9719,0,0,0,535,0,87,instant_approve,approved,0,0,,11.79,0,0,0
APP-001973,2026-02-07T22:56:00,2026-02-02,Noah,Patel,CA,ios,challenger_id,0,688,0.9422,0,0,0,642,38,85,instant_approve,approved,0,0,,566.87,0,0,0
APP-001974,2026-01-19T09:51:00,2026-01-19,Mateo,Kim,FL,ios,challenger_id,1,584,0.9261,0,0,1,71,55,93,manual_review,approved,0,215,,497.7,0,0,0
APP-001975,2026-03-26T10:00:00,2026-03-23,Mia,Johnson,CA,ios,baseline_id,1,1019,0.8205,0,0,0,669,90,94,manual_review,approved,0,193,,472.71,0,0,0
